"N200_latencies","N200_amplitudes","RT","accuracy","condition","EEG_session","experiment","session","subject","spf"
0.156,1.1757,0.6,1,2,11,1,1,3,"low"
0.255,1.3761,0.81,1,0,11,1,1,3,"low"
0.18,0.7802,0.917,1,2,11,1,1,3,"low"
0.212,2.4684,1.028,0,0,11,1,1,3,"high"
0.251,3.0171,0.846,0,1,11,1,1,3,"high"
0.239,2.2171,0.602,1,1,11,1,1,3,"low"
0.244,3.4363,0.932,1,0,11,1,1,3,"low"
0.218,2.1546,0.718,1,0,11,1,1,3,"low"
0.225,2.0323,0.665,1,0,11,1,1,3,"high"
0.237,2.7646,0.687,1,0,11,1,1,3,"high"
0.164,1.221,0.681,1,2,11,1,1,3,"high"
0.183,1.0643,0.585,1,2,11,1,1,3,"low"
0.189,3.3206,0.638,1,1,11,1,1,3,"low"
0.185,1.7395,1.018,1,1,11,1,1,3,"low"
0.199,-0.024,0.861,1,0,11,1,1,3,"low"
0.192,0.9479,0.801,0,2,11,1,1,3,"high"
0.233,2.34,0.754,1,0,11,1,1,3,"low"
0.189,1.6942,0.896,0,2,11,1,1,3,"high"
0.27,0.8841,1.186,0,2,11,1,1,3,"high"
0.227,1.5431,0.735,1,0,11,1,1,3,"low"
0.251,2.5081,0.812,1,1,11,1,1,3,"high"
0.21,0.5015,0.781,1,1,11,1,1,3,"low"
0.204,0.6382,0.777,0,1,11,1,1,3,"high"
0.182,1.1545,0.583,0,2,11,1,1,3,"low"
0.208,1.978,0.917,0,1,11,1,1,3,"high"
0.203,1.8079,0.625,1,2,11,1,1,3,"low"
0.198,2.0744,0.545,1,1,11,1,1,3,"low"
0.273,1.4554,0.776,0,2,11,1,1,3,"low"
0.203,2.7053,0.667,0,1,11,1,1,3,"high"
0.268,0.8686,0.946,1,2,11,1,1,3,"low"
0.188,1.215,0.938,1,2,11,1,1,3,"low"
0.221,0.8138,0.701,1,2,11,1,1,3,"low"
0.185,1.1383,0.589,1,2,11,1,1,3,"low"
0.184,1.9668,0.748,1,2,11,1,1,3,"low"
0.193,0.5361,0.563,0,1,11,1,1,3,"low"
0.213,3.3136,0.862,1,1,11,1,1,3,"low"
0.239,2.3084,0.82,1,0,11,1,1,3,"high"
0.169,1.3686,0.88,1,2,11,1,1,3,"low"
0.262,2.4477,0.789,1,1,11,1,1,3,"low"
0.196,1.4871,0.68,1,2,11,1,1,3,"high"
0.205,2.2094,0.898,1,1,11,1,1,3,"low"
0.17,1.2178,0.723,1,2,11,1,1,3,"low"
0.165,1.1438,0.78,1,2,11,1,1,3,"high"
0.231,1.2144,0.913,1,0,11,1,1,3,"high"
0.248,2.2867,0.781,1,0,11,1,1,3,"low"
0.19,1.0629,0.924,0,2,11,1,1,3,"high"
0.199,2.0956,0.623,1,1,11,1,1,3,"low"
0.231,2.4804,0.823,1,0,11,1,1,3,"high"
0.214,0.5883,0.896,0,1,11,1,1,3,"high"
0.241,1.8404,0.751,1,0,11,1,1,3,"low"
0.23,1.8598,0.808,1,1,11,1,1,3,"low"
0.267,1.0556,0.882,0,2,11,1,1,3,"high"
0.225,1.388,0.779,1,1,11,1,1,3,"low"
0.271,0.9072,0.706,1,2,11,1,1,3,"low"
0.254,2.6727,0.909,0,0,11,1,1,3,"high"
0.189,0.5852,0.814,1,1,11,1,1,3,"low"
0.262,1.5903,0.932,0,0,11,1,1,3,"high"
0.154,0.5877,0.71,1,2,12,1,2,3,"low"
0.215,0.5753,0.615,1,1,12,1,2,3,"low"
0.267,1.4922,0.807,1,1,12,1,2,3,"low"
0.21,1.9645,0.576,0,1,12,1,2,3,"high"
0.185,1.1359,0.901,1,2,12,1,2,3,"low"
0.247,0.7437,1.036,1,0,12,1,2,3,"low"
0.214,1.0193,0.948,1,2,12,1,2,3,"low"
0.179,1.1414,1.166,1,2,12,1,2,3,"high"
0.273,1.0601,0.753,1,1,12,1,2,3,"high"
0.186,1.2097,0.639,1,1,12,1,2,3,"high"
0.234,2.3358,0.878,1,1,12,1,2,3,"low"
0.2,2.8292,0.797,1,1,12,1,2,3,"low"
0.207,1.8224,0.945,1,0,12,1,2,3,"low"
0.258,0.3687,0.826,1,0,12,1,2,3,"low"
0.256,1.1856,1.024,1,0,12,1,2,3,"low"
0.263,1.5669,1.177,0,0,12,1,2,3,"high"
0.176,0.5651,1.113,1,2,12,1,2,3,"low"
0.25,1.0088,0.979,0,0,12,1,2,3,"high"
0.161,1.8598,0.97,1,1,12,1,2,3,"low"
0.236,0.3929,1.111,0,1,12,1,2,3,"high"
0.197,0.6777,0.648,1,2,12,1,2,3,"low"
0.272,1.2667,1.043,0,0,12,1,2,3,"high"
0.195,1.5183,0.976,0,1,12,1,2,3,"low"
0.202,1.4967,1.138,1,1,12,1,2,3,"high"
0.191,1.0667,0.931,1,2,12,1,2,3,"high"
0.178,0.7418,0.779,1,0,12,1,2,3,"high"
0.231,1.7226,0.724,1,0,12,1,2,3,"low"
0.236,1.4788,1.179,0,0,12,1,2,3,"high"
0.167,1.7433,0.681,1,2,12,1,2,3,"high"
0.266,1.2992,0.707,1,1,12,1,2,3,"low"
0.217,1.4189,0.493,1,1,12,1,2,3,"low"
0.24,1.643,0.738,1,0,12,1,2,3,"low"
0.193,1.8242,0.506,0,1,12,1,2,3,"high"
0.182,1.4973,0.557,1,1,12,1,2,3,"low"
0.166,1.8659,0.562,1,2,12,1,2,3,"low"
0.164,1.2343,1.041,1,2,12,1,2,3,"high"
0.165,1.9842,0.819,1,1,12,1,2,3,"low"
0.207,1.4181,1.032,0,0,12,1,2,3,"high"
0.199,0.4281,0.68,1,1,12,1,2,3,"low"
0.236,2.1259,0.56,0,0,12,1,2,3,"high"
0.172,1.7605,0.573,1,2,12,1,2,3,"low"
0.217,2.3272,0.617,0,1,12,1,2,3,"low"
0.203,2.0169,0.848,1,1,12,1,2,3,"low"
0.236,1.2742,0.698,1,1,12,1,2,3,"low"
0.183,2.3272,0.9,1,1,12,1,2,3,"high"
0.152,0.4831,0.721,1,1,12,1,2,3,"high"
0.169,1.334,0.958,0,2,12,1,2,3,"high"
0.264,1.403,0.899,0,2,12,1,2,3,"high"
0.224,2.1092,1.167,1,1,12,1,2,3,"low"
0.185,1.3035,0.734,1,1,12,1,2,3,"low"
0.198,2.3621,0.83,0,1,12,1,2,3,"low"
0.178,1.4111,0.571,1,2,12,1,2,3,"low"
0.161,1.6536,0.598,1,2,12,1,2,3,"low"
0.177,0.8818,0.724,1,2,12,1,2,3,"high"
0.173,1.0028,0.586,0,2,12,1,2,3,"high"
0.205,1.8012,0.665,1,1,12,1,2,3,"low"
0.234,1.4687,0.763,1,0,12,1,2,3,"low"
0.176,0.4326,0.809,0,1,12,1,2,3,"high"
0.233,1.4956,0.909,1,0,12,1,2,3,"low"
0.199,1.055,0.809,0,2,12,1,2,3,"high"
0.264,2.1628,0.757,1,0,12,1,2,3,"low"
0.247,2.8706,0.913,1,0,12,1,2,3,"low"
0.167,1.9897,0.809,0,2,12,1,2,3,"high"
0.171,0.7683,0.832,1,2,12,1,2,3,"low"
0.217,1.8527,0.898,0,0,12,1,2,3,"low"
0.257,1.2087,0.747,1,0,12,1,2,3,"low"
0.174,1.194,0.901,0,2,12,1,2,3,"low"
0.191,2.2053,0.893,1,1,12,1,2,3,"low"
0.218,1.6709,0.705,0,0,12,1,2,3,"low"
0.201,2.6167,0.766,1,1,12,1,2,3,"low"
0.255,1.9797,0.848,0,0,12,1,2,3,"low"
0.247,0.724,0.631,1,1,12,1,2,3,"low"
0.167,1.0138,0.589,1,2,12,1,2,3,"low"
0.261,1.158,0.609,0,1,12,1,2,3,"high"
0.253,2.1102,0.714,0,0,12,1,2,3,"high"
0.27,0.5439,0.874,0,0,12,1,2,3,"high"
0.269,0.8357,0.594,1,2,12,1,2,3,"low"
0.233,2.2258,0.81,1,0,12,1,2,3,"high"
0.268,0.9621,0.931,1,1,12,1,2,3,"low"
0.212,1.1254,0.628,0,0,12,1,2,3,"low"
0.172,1.7797,0.865,1,2,12,1,2,3,"low"
0.171,1.0764,0.676,1,2,12,1,2,3,"low"
0.267,0.4019,0.622,1,0,12,1,2,3,"high"
0.239,2.7239,0.847,1,0,12,1,2,3,"low"
0.218,2.3971,0.684,0,1,12,1,2,3,"high"
0.223,2.0478,0.562,1,0,12,1,2,3,"high"
0.202,2.1137,0.804,1,1,12,1,2,3,"high"
0.188,0.6316,0.902,0,2,12,1,2,3,"high"
0.176,1.5887,0.815,0,2,12,1,2,3,"high"
0.256,0.9581,0.777,0,0,12,1,2,3,"high"
0.183,0.968,0.829,1,2,12,1,2,3,"low"
0.26,1.3673,0.803,1,0,12,1,2,3,"low"
0.156,2.0198,0.902,0,2,12,1,2,3,"low"
0.23,1.4008,0.603,1,0,12,1,2,3,"low"
0.194,1.4285,0.608,1,2,12,1,2,3,"low"
0.218,1.234,0.897,1,0,12,1,2,3,"low"
0.239,1.1346,0.794,1,0,12,1,2,3,"low"
0.221,0.6623,0.918,1,1,12,1,2,3,"low"
0.258,1.4945,0.791,1,0,12,1,2,3,"low"
0.225,2.187,0.846,1,1,12,1,2,3,"low"
0.175,1.1895,0.956,1,2,12,1,2,3,"low"
0.18,1.533,1.091,1,1,12,1,2,3,"low"
0.241,0.7815,0.92,0,2,12,1,2,3,"low"
0.271,0.751,0.789,0,0,12,1,2,3,"high"
0.203,1.3703,0.726,1,1,12,1,2,3,"low"
0.246,1.381,0.831,1,0,12,1,2,3,"low"
0.231,0.8918,0.71,1,1,12,1,2,3,"low"
0.22,1.9981,0.539,1,1,12,1,2,3,"low"
0.257,1.8098,1.058,0,0,12,1,2,3,"high"
0.269,2.9327,0.754,1,1,12,1,2,3,"low"
0.166,0.9137,0.519,1,2,12,1,2,3,"high"
0.169,1.4785,0.565,1,1,12,1,2,3,"low"
0.214,2.5774,0.838,0,1,12,1,2,3,"high"
0.198,0.5786,0.597,1,2,12,1,2,3,"low"
0.215,2.4998,0.574,0,1,12,1,2,3,"high"
0.256,1.1201,0.556,0,0,12,1,2,3,"low"
0.23,1.8119,0.76,1,0,12,1,2,3,"low"
0.161,1.4254,0.658,0,2,12,1,2,3,"high"
0.175,1.6757,1.038,1,1,12,1,2,3,"low"
0.228,1.8351,0.862,1,0,12,1,2,3,"high"
0.273,1.2234,0.806,0,0,12,1,2,3,"low"
0.271,0.3971,0.587,1,2,12,1,2,3,"low"
0.216,0.8999,0.641,1,2,12,1,2,3,"low"
0.206,0.9361,0.912,1,2,12,1,2,3,"low"
0.235,2.7838,0.587,1,0,12,1,2,3,"high"
0.218,3.2935,0.802,0,1,12,1,2,3,"high"
0.249,1.0686,0.823,0,1,12,1,2,3,"high"
0.186,2.1386,0.855,0,2,12,1,2,3,"high"
0.202,1.5395,0.778,0,0,12,1,2,3,"high"
0.253,1.2989,0.703,1,0,12,1,2,3,"low"
0.183,0.8855,0.838,1,2,12,1,2,3,"low"
0.201,2.1372,0.448,0,1,12,1,2,3,"high"
0.186,1.1846,0.795,0,2,12,1,2,3,"low"
0.186,1.3868,0.641,0,1,12,1,2,3,"high"
0.261,1.0429,0.965,1,0,12,1,2,3,"high"
0.206,1.0254,0.695,1,0,12,1,2,3,"low"
0.27,1.1562,0.693,1,2,12,1,2,3,"low"
0.239,1.6488,0.559,1,1,12,1,2,3,"high"
0.215,1.5679,0.702,0,0,12,1,2,3,"high"
0.193,0.8683,1.038,1,0,12,1,2,3,"low"
0.162,0.8822,0.482,1,2,12,1,2,3,"high"
0.216,1.267,0.829,0,0,12,1,2,3,"high"
0.27,1.7008,0.78,1,0,12,1,2,3,"low"
0.165,1.2633,0.849,1,2,12,1,2,3,"low"
0.236,1.3456,0.724,0,0,12,1,2,3,"low"
0.179,1.3316,0.723,0,2,12,1,2,3,"low"
0.208,1.3845,0.609,0,1,12,1,2,3,"low"
0.168,0.9472,0.598,1,2,12,1,2,3,"low"
0.185,1.1935,0.541,0,2,12,1,2,3,"high"
0.22,0.7269,0.904,1,0,12,1,2,3,"high"
0.194,0.5325,0.633,1,2,12,1,2,3,"low"
0.178,0.4258,1.034,1,2,12,1,2,3,"low"
0.164,0.7256,0.986,0,2,12,1,2,3,"high"
0.173,1.4422,0.615,1,2,12,1,2,3,"low"
0.191,0.9898,0.776,1,2,12,1,2,3,"high"
0.199,1.3386,0.865,1,1,12,1,2,3,"low"
0.179,0.9094,0.681,0,2,12,1,2,3,"high"
0.262,1.5197,0.867,1,0,12,1,2,3,"low"
0.189,1.1859,0.678,1,1,12,1,2,3,"low"
0.183,1.2681,0.786,1,2,12,1,2,3,"low"
0.217,2.2355,0.621,1,0,12,1,2,3,"high"
0.196,1.6196,1.011,0,1,12,1,2,3,"low"
0.168,1.5225,0.635,1,2,12,1,2,3,"high"
0.245,0.7065,0.788,1,1,12,1,2,3,"low"
0.256,1.6509,0.879,1,0,12,1,2,3,"high"
0.223,2.2373,1.027,1,0,12,1,2,3,"low"
0.218,1.274,1.149,1,1,12,1,2,3,"low"
0.239,0.645,1.194,0,0,12,1,2,3,"high"
0.266,1.6419,0.601,1,1,12,1,2,3,"low"
0.27,1.4716,0.664,1,1,12,1,2,3,"high"
0.189,1.6388,0.736,1,0,12,1,2,3,"low"
0.19,1.9853,0.846,0,0,12,1,2,3,"low"
0.224,2.0922,0.723,1,1,12,1,2,3,"low"
0.16,2.0275,0.583,1,1,12,1,2,3,"high"
0.214,1.3483,0.771,1,1,12,1,2,3,"low"
0.253,2.5858,0.829,1,1,12,1,2,3,"high"
0.236,1.8874,0.932,0,0,12,1,2,3,"high"
0.187,1.4918,0.642,1,0,12,1,2,3,"high"
0.171,1.0792,0.688,0,1,12,1,2,3,"low"
0.2,0.4291,0.862,0,2,12,1,2,3,"high"
0.16,1.033,0.859,1,2,12,1,2,3,"high"
0.223,1.0582,0.787,0,0,12,1,2,3,"high"
0.264,1.7392,0.902,0,0,12,1,2,3,"low"
0.225,1.3066,0.712,1,1,12,1,2,3,"low"
0.161,1.2255,0.622,1,2,12,1,2,3,"low"
0.263,1.2644,0.698,0,1,12,1,2,3,"high"
0.234,1.1464,0.849,0,1,12,1,2,3,"high"
0.273,1.5152,0.567,1,0,12,1,2,3,"low"
0.212,1.2928,0.723,0,1,12,1,2,3,"high"
0.169,1.0736,0.633,1,2,12,1,2,3,"low"
0.204,1.614,0.834,1,0,12,1,2,3,"low"
0.217,1.4114,0.725,0,1,12,1,2,3,"low"
0.234,1.3161,0.929,1,0,12,1,2,3,"high"
0.187,1.5501,0.745,1,2,12,1,2,3,"low"
0.181,1.9951,0.573,1,2,12,1,2,3,"high"
0.17,2.6816,0.558,0,1,12,1,2,3,"high"
0.271,1.5933,0.615,1,2,12,1,2,3,"low"
0.207,0.5395,0.838,0,1,12,1,2,3,"high"
0.245,0.989,0.898,1,0,12,1,2,3,"low"
0.2,1.6372,0.677,1,1,12,1,2,3,"low"
0.222,1.7826,0.613,1,0,12,1,2,3,"high"
0.231,1.2779,0.759,0,2,12,1,2,3,"high"
0.187,1.2609,1.027,0,2,12,1,2,3,"high"
0.158,0.8916,0.594,1,2,12,1,2,3,"high"
0.26,1.0622,0.789,0,0,12,1,2,3,"high"
0.264,1.8571,1.037,1,1,12,1,2,3,"high"
0.269,1.5887,0.943,0,0,12,1,2,3,"low"
0.212,1.9361,0.643,0,1,12,1,2,3,"low"
0.196,1.745,0.925,0,2,12,1,2,3,"high"
0.249,1.0298,0.69,1,2,12,1,2,3,"high"
0.185,1.875,0.852,1,2,12,1,2,3,"high"
0.243,1.5151,0.808,0,0,12,1,2,3,"high"
0.235,1.5438,0.917,0,0,12,1,2,3,"high"
0.169,0.881,0.568,1,2,12,1,2,3,"high"
0.193,2.1868,0.767,0,1,12,1,2,3,"high"
0.201,1.113,0.971,1,2,12,1,2,3,"high"
0.225,0.57,0.72,1,0,12,1,2,3,"high"
0.194,1.9382,0.787,0,1,12,1,2,3,"high"
0.161,1.6236,0.475,1,2,12,1,2,3,"low"
0.252,1.2448,0.513,1,1,12,1,2,3,"low"
0.164,1.3813,0.478,1,2,12,1,2,3,"low"
0.166,1.4058,0.678,1,2,12,1,2,3,"high"
0.207,0.7811,0.655,1,1,12,1,2,3,"low"
0.175,1.6226,0.528,0,2,12,1,2,3,"low"
0.166,1.9885,0.665,0,1,12,1,2,3,"low"
0.165,1.5959,0.498,1,2,12,1,2,3,"low"
0.241,1.6687,0.556,1,0,12,1,2,3,"low"
0.203,1.6889,0.688,1,0,12,1,2,3,"high"
0.151,0.9634,0.584,1,2,12,1,2,3,"low"
0.216,1.3499,0.712,1,0,12,1,2,3,"high"
0.242,0.8699,0.598,1,0,12,1,2,3,"high"
0.241,1.3107,0.86,0,1,12,1,2,3,"low"
0.184,0.476,0.83,1,2,12,1,2,3,"low"
0.173,1.1457,0.643,0,1,12,1,2,3,"high"
0.152,1.1522,0.962,1,2,12,1,2,3,"high"
0.206,1.4172,0.823,1,1,12,1,2,3,"low"
0.164,1.1181,1.032,1,2,12,1,2,3,"low"
0.198,2.3001,0.642,1,1,12,1,2,3,"low"
0.202,1.6578,0.538,1,1,12,1,2,3,"low"
0.217,1.1247,0.669,1,1,12,1,2,3,"high"
0.238,1.95,0.825,0,0,12,1,2,3,"high"
0.162,1.487,0.666,1,1,12,1,2,3,"low"
0.184,1.9999,0.503,1,1,12,1,2,3,"low"
0.223,0.4293,0.584,1,0,12,1,2,3,"low"
0.179,1.4636,0.861,0,2,12,1,2,3,"high"
0.18,2.2721,0.67,1,1,12,1,2,3,"low"
0.238,1.4625,0.924,0,0,12,1,2,3,"low"
0.153,1.4362,0.9,0,2,12,1,2,3,"high"
0.19,1.9014,0.639,1,1,12,1,2,3,"low"
0.207,0.4843,0.831,1,0,12,1,2,3,"low"
0.271,1.3955,0.666,1,2,12,1,2,3,"low"
0.246,0.9061,0.728,1,1,12,1,2,3,"high"
0.267,1.2409,1.117,1,2,12,1,2,3,"high"
0.214,1.0639,0.74,1,0,12,1,2,3,"low"
0.232,1.0441,0.607,1,2,12,1,2,3,"low"
0.213,1.886,0.87,1,0,12,1,2,3,"low"
0.229,0.5837,0.776,1,0,12,1,2,3,"low"
0.25,0.8005,0.851,1,0,12,1,2,3,"low"
0.221,0.6578,1.08,1,0,12,1,2,3,"low"
0.255,1.8048,0.661,0,0,12,1,2,3,"high"
0.225,1.6014,1.016,0,1,12,1,2,3,"high"
0.241,2.5517,0.692,1,0,12,1,2,3,"low"
0.234,1.8408,0.592,1,0,12,1,2,3,"high"
0.223,1.1626,0.563,1,0,12,1,2,3,"high"
0.208,1.3232,0.543,1,1,12,1,2,3,"high"
0.222,0.9138,0.65,1,0,12,1,2,3,"low"
0.165,1.5255,0.563,1,2,12,1,2,3,"low"
0.187,0.9509,0.924,1,1,12,1,2,3,"high"
0.244,0.7872,0.583,0,2,12,1,2,3,"high"
0.164,1.3298,0.776,0,2,12,1,2,3,"high"
0.186,1.4674,1.011,1,2,12,1,2,3,"high"
0.222,1.3005,0.549,1,2,12,1,2,3,"low"
0.271,1.2063,0.683,1,0,12,1,2,3,"high"
0.176,1.2425,0.792,1,2,12,1,2,3,"high"
0.253,1.1742,0.53,1,1,12,1,2,3,"low"
0.261,2.379,0.563,0,1,12,1,2,3,"low"
0.168,1.4514,0.725,1,1,12,1,2,3,"low"
0.191,1.2687,0.6,1,2,12,1,2,3,"high"
0.185,1.9134,0.785,1,1,12,1,2,3,"high"
0.197,0.6743,0.601,1,2,12,1,2,3,"low"
0.163,1.7394,0.564,0,1,12,1,2,3,"low"
0.185,1.7938,0.761,0,1,12,1,2,3,"high"
0.161,2.1499,0.928,0,1,12,1,2,3,"high"
0.159,1.8734,0.575,1,2,12,1,2,3,"low"
0.192,1.3937,0.539,0,1,12,1,2,3,"high"
0.221,1.6336,0.913,1,0,12,1,2,3,"low"
0.158,1.1634,0.672,1,2,12,1,2,3,"low"
0.269,1.0555,0.761,0,2,12,1,2,3,"high"
0.226,-0.1434,0.789,1,1,12,1,2,3,"low"
0.19,1.2964,0.666,1,2,12,1,2,3,"high"
0.267,1.2316,0.922,0,1,12,1,2,3,"low"
0.265,0.5745,1.058,1,0,12,1,2,3,"low"
0.2,2.1138,0.563,1,1,12,1,2,3,"low"
0.184,1.8057,0.796,1,2,12,1,2,3,"low"
0.196,1.4455,0.8,1,2,12,1,2,3,"low"
0.257,1.4775,0.995,1,0,13,1,1,4,"low"
0.164,0.8114,0.853,1,2,13,1,1,4,"low"
0.238,1.4166,0.745,1,2,13,1,1,4,"high"
0.238,0.4647,0.798,1,0,13,1,1,4,"low"
0.187,2.2668,0.897,1,0,13,1,1,4,"low"
0.234,3.5319,0.808,0,0,13,1,1,4,"high"
0.233,1.0301,1.163,1,0,13,1,1,4,"low"
0.219,1.3141,0.956,0,0,13,1,1,4,"low"
0.216,1.9717,0.683,1,1,13,1,1,4,"low"
0.267,1.0971,1.317,0,2,13,1,1,4,"high"
0.197,0.8501,0.807,0,1,13,1,1,4,"high"
0.273,-0.3577,0.835,0,0,13,1,1,4,"high"
0.258,2.3642,0.758,0,2,13,1,1,4,"high"
0.169,3.0211,0.945,1,2,13,1,1,4,"low"
0.239,1.2478,0.912,0,0,13,1,1,4,"high"
0.18,1.7415,0.901,0,2,13,1,1,4,"low"
0.173,1.0017,0.638,1,1,13,1,1,4,"low"
0.199,2.2927,0.741,1,1,13,1,1,4,"high"
0.222,0.6116,0.674,1,2,13,1,1,4,"high"
0.203,2.8201,0.719,1,2,13,1,1,4,"low"
0.258,0.2025,0.799,1,0,13,1,1,4,"low"
0.173,3.9416,0.873,1,1,13,1,1,4,"low"
0.24,0.8676,0.969,1,2,13,1,1,4,"low"
0.176,3.299,0.967,1,1,13,1,1,4,"high"
0.186,1.2753,0.793,1,0,13,1,1,4,"high"
0.168,-1.0322,1.073,1,1,13,1,1,4,"high"
0.185,1.9448,1.013,0,0,13,1,1,4,"high"
0.158,1.1805,0.864,1,0,13,1,1,4,"low"
0.263,0.4425,1.408,0,2,13,1,1,4,"high"
0.218,2.2342,0.953,0,0,13,1,1,4,"high"
0.16,2.0276,1.176,0,2,13,1,1,4,"low"
0.212,2.0934,0.907,1,2,13,1,1,4,"low"
0.227,1.6359,0.725,0,0,13,1,1,4,"high"
0.216,2.0645,0.876,1,0,13,1,1,4,"high"
0.193,2.1929,0.958,1,1,13,1,1,4,"low"
0.223,2.3328,0.617,1,1,13,1,1,4,"low"
0.188,1.8717,0.799,1,1,13,1,1,4,"high"
0.217,0.5823,0.706,1,0,13,1,1,4,"high"
0.182,2.1676,0.755,0,1,13,1,1,4,"low"
0.196,2.6976,0.819,1,2,13,1,1,4,"low"
0.194,1.4611,0.659,0,2,13,1,1,4,"low"
0.225,1.8364,0.993,1,2,13,1,1,4,"low"
0.173,1.9931,0.654,1,2,13,1,1,4,"high"
0.178,1.6136,0.776,0,0,13,1,1,4,"high"
0.27,2.5706,0.616,1,2,13,1,1,4,"low"
0.212,0.6212,0.845,1,0,13,1,1,4,"high"
0.269,1.3689,0.849,1,2,13,1,1,4,"low"
0.212,1.9303,0.861,1,1,13,1,1,4,"low"
0.187,1.1325,0.826,1,2,13,1,1,4,"low"
0.263,1.6159,1.009,0,0,13,1,1,4,"high"
0.158,2.527,0.799,1,2,13,1,1,4,"high"
0.173,0.5597,0.801,1,1,13,1,1,4,"low"
0.224,0.0195,1.121,1,1,13,1,1,4,"low"
0.159,1.2718,0.57,1,1,13,1,1,4,"low"
0.193,1.4271,0.593,1,1,13,1,1,4,"low"
0.22,2.396,0.688,0,0,13,1,1,4,"low"
0.166,-0.2582,0.534,1,2,13,1,1,4,"low"
0.232,2.9185,0.842,0,2,13,1,1,4,"high"
0.233,0.6851,0.607,1,0,13,1,1,4,"low"
0.157,4.1039,0.548,0,1,13,1,1,4,"high"
0.223,0.801,0.956,0,0,13,1,1,4,"high"
0.238,3.7293,0.686,1,1,13,1,1,4,"low"
0.164,2.0024,0.797,1,1,13,1,1,4,"low"
0.168,3.0615,0.642,1,1,13,1,1,4,"low"
0.173,2.6976,0.993,0,2,13,1,1,4,"high"
0.26,4.0086,0.939,0,0,13,1,1,4,"high"
0.178,1.0177,0.723,1,0,13,1,1,4,"low"
0.256,1.7885,0.798,1,2,13,1,1,4,"low"
0.22,2.4062,0.629,0,0,13,1,1,4,"low"
0.169,2.8432,0.882,1,1,13,1,1,4,"low"
0.169,2.2345,0.617,1,1,13,1,1,4,"low"
0.157,0.0984,0.776,0,0,13,1,1,4,"high"
0.205,0.7879,0.665,1,0,13,1,1,4,"low"
0.223,2.2242,0.715,1,1,13,1,1,4,"high"
0.19,1.6621,0.747,1,2,13,1,1,4,"low"
0.234,3.4491,0.871,0,2,13,1,1,4,"low"
0.212,1.3418,0.648,1,1,13,1,1,4,"high"
0.198,1.971,0.523,1,2,13,1,1,4,"low"
0.189,2.0953,0.586,0,2,13,1,1,4,"high"
0.269,1.528,0.514,1,2,13,1,1,4,"low"
0.169,1.1009,0.646,1,2,13,1,1,4,"high"
0.174,0.7669,0.55,1,2,13,1,1,4,"low"
0.176,0.4609,0.624,1,2,13,1,1,4,"high"
0.161,4.4158,0.526,1,1,13,1,1,4,"high"
0.191,1.6705,0.564,1,0,13,1,1,4,"low"
0.265,1.5947,0.64,0,0,13,1,1,4,"high"
0.179,3.2447,0.615,0,1,13,1,1,4,"high"
0.207,4.3687,0.724,1,1,13,1,1,4,"low"
0.176,1.7663,0.712,1,1,13,1,1,4,"high"
0.273,2.6621,0.945,0,2,13,1,1,4,"high"
0.226,1.7979,0.654,1,0,13,1,1,4,"low"
0.179,1.6969,0.717,0,2,13,1,1,4,"high"
0.248,1.3325,0.577,1,1,13,1,1,4,"low"
0.156,1.9259,0.754,1,1,13,1,1,4,"high"
0.23,3.6882,0.83,1,1,13,1,1,4,"high"
0.215,0.8239,0.892,1,1,13,1,1,4,"low"
0.168,0.8742,0.775,0,0,13,1,1,4,"high"
0.183,2.5738,0.594,1,1,13,1,1,4,"low"
0.196,2.1088,0.657,1,1,13,1,1,4,"low"
0.193,1.2176,0.76,0,0,13,1,1,4,"high"
0.208,2.2493,0.791,1,0,13,1,1,4,"high"
0.268,0.5699,0.564,1,1,13,1,1,4,"low"
0.255,1.7826,0.731,1,0,13,1,1,4,"low"
0.264,1.0748,0.662,1,1,13,1,1,4,"low"
0.264,3.3023,0.723,0,0,13,1,1,4,"high"
0.26,2.5013,1.04,1,2,13,1,1,4,"low"
0.182,1.4412,0.54,1,2,13,1,1,4,"low"
0.176,1.1379,0.935,0,2,13,1,1,4,"low"
0.179,2.954,1.03,1,0,13,1,1,4,"low"
0.153,1.454,0.824,1,1,13,1,1,4,"low"
0.175,-0.5383,0.803,0,0,13,1,1,4,"high"
0.162,3.3442,0.763,1,2,13,1,1,4,"low"
0.158,1.933,0.654,1,1,13,1,1,4,"high"
0.159,1.3404,0.628,0,1,13,1,1,4,"high"
0.2,2.7598,0.846,1,1,13,1,1,4,"low"
0.273,1.4209,0.537,1,1,13,1,1,4,"high"
0.197,1.6007,1.078,1,2,13,1,1,4,"low"
0.162,2.5179,0.743,1,0,13,1,1,4,"low"
0.249,3.1172,0.632,1,2,13,1,1,4,"low"
0.151,-0.7343,0.807,0,0,13,1,1,4,"high"
0.194,1.1832,0.681,1,2,13,1,1,4,"low"
0.174,1.5916,0.663,1,0,13,1,1,4,"high"
0.187,1.6287,0.595,1,0,13,1,1,4,"low"
0.185,2.6386,0.595,1,1,13,1,1,4,"high"
0.187,1.7601,0.681,1,0,13,1,1,4,"low"
0.166,2.6286,0.569,1,1,13,1,1,4,"low"
0.241,0.6143,0.729,1,2,13,1,1,4,"low"
0.212,1.5485,0.612,1,0,13,1,1,4,"high"
0.258,1.8179,0.562,0,2,13,1,1,4,"high"
0.183,-1.0391,0.589,1,1,13,1,1,4,"low"
